CellID,20-22_m,22-23_m,Cck,Pcp4,Pvalb,Sst,Vip,centroidX,centroidY
40,0,0,0,0,0,0,0,1.179381e+04,1.594434e+03
75,0,0,1,0,0,0,0,1.154024e+04,1.797751e+03
91,0,0,0,0,0,0,1,1.153951e+04,1.870466e+03
105,0,0,1,0,0,0,0,1.151801e+04,1.955998e+03
214,0,0,2,0,0,0,0,1.375637e+04,1.640364e+03
224,0,0,1,0,0,0,0,1.367283e+04,1.700081e+03
229,0,0,1,0,0,0,0,1.380362e+04,1.700329e+03
234,0,0,1,0,0,0,0,1.337638e+04,1.722170e+03
237,0,0,1,0,0,0,0,1.364662e+04,1.732186e+03
239,0,0,0,0,0,1,0,1.331158e+04,1.740432e+03
240,0,0,1,0,0,0,6,1.343417e+04,1.719841e+03
242,0,0,1,0,0,0,0,1.353289e+04,1.740835e+03
247,0,0,0,1,0,0,0,1.373809e+04,1.749028e+03
251,0,0,0,0,0,4,0,1.353870e+04,1.783238e+03
252,0,0,0,0,0,1,0,1.358094e+04,1.782111e+03
256,0,1,0,1,6,0,0,1.380781e+04,1.796311e+03
260,0,0,1,0,0,0,0,1.335445e+04,1.795224e+03
261,0,0,5,0,0,0,0,1.347792e+04,1.811402e+03
262,0,0,1,0,0,0,0,1.369143e+04,1.815114e+03
264,0,0,1,0,0,0,0,1.332474e+04,1.834359e+03
265,0,0,1,0,0,0,0,1.339516e+04,1.831451e+03
267,0,0,0,0,0,0,1,1.354064e+04,1.836094e+03
270,0,0,0,0,0,0,2,1.272901e+04,1.840288e+03
271,0,0,0,1,0,0,0,1.214801e+04,1.833616e+03
273,0,0,2,0,0,0,0,1.362250e+04,1.835348e+03
276,0,0,1,0,0,0,0,1.307669e+04,1.849395e+03
277,0,0,2,0,0,0,0,1.326298e+04,1.856593e+03
282,0,0,1,0,0,0,0,1.319697e+04,1.861810e+03
285,0,0,0,0,0,0,3,1.297741e+04,1.871390e+03
289,0,0,1,0,0,0,0,1.366585e+04,1.886475e+03
290,0,0,0,0,2,0,0,1.303434e+04,1.891870e+03
291,0,0,1,0,0,0,0,1.356347e+04,1.890111e+03
295,0,0,1,0,0,0,0,1.331388e+04,1.888240e+03
296,0,0,0,0,0,0,3,1.240532e+04,1.894053e+03
299,0,0,2,0,0,0,0,1.311537e+04,1.905578e+03
303,0,0,1,0,0,0,0,1.375747e+04,1.906746e+03
306,0,0,1,0,0,0,0,1.345225e+04,1.922617e+03
308,0,0,0,0,0,0,2,1.295799e+04,1.928157e+03
313,0,0,1,0,0,0,0,1.334000e+04,1.949060e+03
319,0,0,0,0,0,0,2,1.314553e+04,1.938894e+03
320,0,0,1,0,0,0,0,1.217345e+04,1.953104e+03
322,0,0,0,0,0,0,4,1.328910e+04,1.971522e+03
323,0,0,0,0,0,0,1,1.355027e+04,1.970620e+03
324,0,0,0,0,0,0,2,1.296262e+04,1.974267e+03
329,0,0,1,0,0,0,0,1.361761e+04,1.980962e+03
400,0,0,0,0,0,1,0,1.540962e+04,1.577115e+03
406,0,0,1,0,0,0,0,1.419352e+04,1.595268e+03
413,0,0,1,0,0,0,0,1.407460e+04,1.641446e+03
414,0,0,0,0,1,0,0,1.426987e+04,1.628613e+03
425,0,0,1,0,0,0,1,1.451085e+04,1.671237e+03
426,0,0,2,0,0,0,0,1.439703e+04,1.666139e+03
427,0,0,1,0,0,0,0,1.432597e+04,1.670419e+03
433,0,0,1,0,0,0,0,1.445539e+04,1.679492e+03
434,0,0,3,0,0,0,0,1.410509e+04,1.687508e+03
435,0,1,0,0,0,0,0,1.415428e+04,1.694094e+03
437,0,0,2,0,0,0,0,1.423998e+04,1.679025e+03
438,0,0,0,1,0,0,0,1.437055e+04,1.706751e+03
440,0,0,1,0,0,0,0,1.460278e+04,1.709257e+03
449,1,0,1,0,0,0,0,1.419486e+04,1.712118e+03
450,0,0,2,0,0,0,0,1.483783e+04,1.717620e+03
468,0,0,1,0,0,0,0,1.432300e+04,1.747810e+03
472,0,0,1,0,0,0,0,1.493590e+04,1.764153e+03
483,0,0,0,0,1,0,0,1.468711e+04,1.784007e+03
484,1,0,2,0,0,0,0,1.434687e+04,1.787716e+03
489,0,0,0,0,0,0,0,1.500820e+04,1.775828e+03
490,0,0,1,0,0,0,0,1.431280e+04,1.820836e+03
491,0,0,2,0,0,0,0,1.404640e+04,1.811725e+03
494,0,0,1,0,0,0,0,1.424711e+04,1.817716e+03
497,0,0,2,0,0,0,0,1.437301e+04,1.834820e+03
500,0,0,2,1,0,0,0,1.459623e+04,1.832078e+03
502,0,0,2,0,0,0,0,1.513212e+04,1.838650e+03
504,0,0,0,0,1,0,0,1.449115e+04,1.846350e+03
506,0,0,2,0,0,0,0,1.521874e+04,1.834421e+03
507,0,0,1,0,0,0,0,1.441185e+04,1.857770e+03
515,0,0,1,0,0,0,0,1.421898e+04,1.866751e+03
517,0,0,1,0,0,0,0,1.503382e+04,1.863018e+03
518,0,0,0,0,0,0,1,1.529915e+04,1.870890e+03
520,0,0,1,0,0,0,0,1.481345e+04,1.871968e+03
522,0,0,2,0,0,0,0,1.525548e+04,1.881055e+03
525,0,0,1,0,0,0,0,1.508049e+04,1.899871e+03
527,0,0,1,0,0,0,0,1.491055e+04,1.890193e+03
529,0,0,0,0,0,0,0,1.521292e+04,1.910617e+03
530,0,0,0,1,0,0,0,1.438534e+04,1.902129e+03
531,0,0,1,0,0,0,0,1.534673e+04,1.901268e+03
532,0,0,0,0,1,0,0,1.485702e+04,1.901313e+03
540,0,0,0,0,0,2,1,1.423530e+04,1.929058e+03
541,0,0,1,1,0,0,0,1.527845e+04,1.927339e+03
543,0,0,0,0,0,0,0,1.400911e+04,1.949013e+03
544,0,0,1,0,0,0,0,1.483008e+04,1.945453e+03
549,0,0,0,0,1,0,0,1.451561e+04,1.941230e+03
554,0,0,0,0,0,0,0,1.532175e+04,1.956459e+03
556,0,0,2,0,0,0,0,1.548559e+04,1.955781e+03
558,0,0,1,0,0,0,1,1.523425e+04,1.961963e+03
559,0,0,3,0,0,0,0,1.463184e+04,1.959612e+03
562,0,0,1,0,0,0,0,1.430383e+04,1.961240e+03
567,0,0,1,1,0,0,2,1.478352e+04,1.982991e+03
606,0,0,0,0,0,0,0,1.944159e+04,1.530776e+03
640,0,0,0,0,0,0,0,1.900124e+04,1.859206e+03
652,0,0,0,0,0,0,0,1.839933e+04,1.887958e+03
740,0,0,0,1,0,0,0,7.826052e+03,2.548735e+03
743,0,0,0,1,0,0,0,7.700341e+03,2.597738e+03
750,0,0,0,1,0,0,0,7.886187e+03,2.713340e+03
751,0,0,0,1,0,0,0,7.418410e+03,2.724397e+03
774,0,0,2,1,0,0,0,7.889621e+03,2.948955e+03
790,0,0,3,0,0,0,0,7.888670e+03,3.045049e+03
797,0,0,1,0,0,0,0,7.898805e+03,3.099808e+03
803,0,0,1,0,0,0,0,6.873850e+03,3.104369e+03
804,0,0,1,0,0,0,0,7.689466e+03,3.108418e+03
806,0,0,1,0,0,0,0,7.800274e+03,3.118524e+03
810,0,0,1,0,0,0,0,7.678937e+03,3.154049e+03
815,0,0,0,0,1,0,0,7.844529e+03,3.154922e+03
822,0,0,1,0,0,0,0,7.899774e+03,3.183940e+03
823,0,0,1,0,0,0,0,7.749242e+03,3.186228e+03
825,0,0,0,1,0,0,0,6.878250e+03,3.209453e+03
828,0,0,2,0,1,1,0,7.401479e+03,3.211971e+03
829,0,0,1,0,0,0,0,7.463702e+03,3.214098e+03
834,0,0,0,1,0,0,0,7.194629e+03,3.230100e+03
836,0,0,1,0,0,0,0,7.636297e+03,3.239367e+03
837,0,0,2,0,0,0,0,7.854441e+03,3.240034e+03
849,0,0,0,0,0,0,0,6.814485e+03,3.283395e+03
854,0,0,0,0,0,1,0,7.477701e+03,3.291769e+03
855,0,0,2,0,0,0,0,7.702683e+03,3.294317e+03
859,0,0,1,0,0,0,0,7.891831e+03,3.318883e+03
862,0,0,1,0,0,0,0,7.434592e+03,3.338898e+03
863,0,0,2,0,0,0,0,7.981255e+03,3.323783e+03
868,0,0,1,0,0,0,0,6.946247e+03,3.348429e+03
872,0,0,1,0,0,0,0,7.664047e+03,3.357163e+03
874,0,0,1,0,0,0,0,7.815903e+03,3.350808e+03
877,0,0,1,0,0,0,0,7.603030e+03,3.379490e+03
879,0,0,1,0,0,0,0,7.753895e+03,3.382777e+03
891,0,0,1,0,0,0,0,7.186047e+03,3.423735e+03
898,0,0,1,0,0,0,0,7.851336e+03,3.430047e+03
902,0,0,1,0,0,0,0,7.046354e+03,3.433679e+03
914,0,0,0,0,2,0,0,7.715533e+03,3.469673e+03
917,0,0,1,0,0,0,0,7.939727e+03,3.481487e+03
919,0,0,1,0,0,0,0,7.810753e+03,3.479156e+03
920,0,0,1,0,0,0,0,7.682577e+03,3.502241e+03
924,0,0,1,0,0,0,0,7.418502e+03,3.508773e+03
927,1,0,0,0,0,0,0,7.095977e+03,3.508812e+03
930,0,0,2,1,0,0,0,6.821383e+03,3.524714e+03
931,0,0,1,0,0,0,0,6.728419e+03,3.506302e+03
932,0,0,1,0,0,0,0,7.365068e+03,3.526563e+03
939,0,0,0,0,0,1,0,6.967424e+03,3.527882e+03
940,0,0,0,0,0,1,0,7.025177e+03,3.520503e+03
944,0,0,1,0,0,0,0,7.015356e+03,3.559193e+03
945,0,0,1,0,0,0,0,7.071559e+03,3.566868e+03
946,0,0,1,0,0,0,0,7.523684e+03,3.568316e+03
947,0,0,2,0,0,0,0,6.653272e+03,3.552713e+03
948,0,0,2,0,0,0,0,7.627315e+03,3.555724e+03
955,0,0,2,0,0,0,0,7.217019e+03,3.565478e+03
960,0,0,0,0,0,0,0,7.290402e+03,3.582449e+03
962,0,0,1,0,0,0,1,7.167935e+03,3.590163e+03
964,0,0,1,0,0,0,0,7.743601e+03,3.593896e+03
965,0,0,1,0,0,0,0,6.722854e+03,3.604006e+03
966,0,0,1,0,0,0,0,7.380506e+03,3.599870e+03
970,0,0,0,1,0,0,0,7.574523e+03,3.614717e+03
972,0,0,1,0,0,0,0,6.864176e+03,3.612713e+03
978,0,0,1,1,1,0,0,7.064737e+03,3.630089e+03
979,0,0,1,0,0,0,0,6.523306e+03,3.629128e+03
980,0,0,1,0,0,0,0,7.216820e+03,3.633625e+03
981,0,0,1,0,0,0,0,6.822879e+03,3.634607e+03
982,0,0,6,0,0,0,0,7.896658e+03,3.637076e+03
983,0,0,0,0,1,0,0,6.607670e+03,3.645414e+03
985,0,0,1,0,0,0,0,7.771301e+03,3.639868e+03
986,0,0,1,0,0,0,0,7.962478e+03,3.645514e+03
987,0,0,2,0,0,0,0,7.152461e+03,3.659715e+03
991,0,0,1,0,0,0,0,6.252095e+03,3.666620e+03
993,0,0,1,0,0,0,0,7.953841e+03,3.678056e+03
997,0,0,3,0,0,0,0,7.762871e+03,3.683464e+03
998,0,0,3,0,0,0,0,6.770516e+03,3.680735e+03
1000,0,0,1,1,0,0,0,6.597472e+03,3.691288e+03
1005,0,0,1,0,0,0,0,6.300366e+03,3.690592e+03
1006,0,0,3,0,0,0,0,6.704606e+03,3.698535e+03
1007,0,0,2,0,0,0,0,7.446107e+03,3.675266e+03
1012,0,0,0,0,0,0,2,7.032250e+03,3.712305e+03
1013,0,0,2,0,0,0,0,7.421730e+03,3.733062e+03
1017,0,0,1,0,0,0,0,7.365275e+03,3.722985e+03
1021,0,0,2,0,0,0,0,7.590030e+03,3.731822e+03
1022,0,0,0,0,3,0,0,6.593625e+03,3.734012e+03
1026,0,0,0,0,0,3,0,6.524685e+03,3.747496e+03
1030,0,0,0,0,1,0,0,7.296344e+03,3.754531e+03
1034,0,0,0,0,0,0,2,6.615414e+03,3.766761e+03
1035,0,0,2,0,0,0,0,7.528936e+03,3.770725e+03
1044,0,0,1,1,0,0,0,6.320192e+03,3.783921e+03
1045,0,0,0,0,2,0,0,6.748930e+03,3.787580e+03
1046,0,0,1,0,0,0,0,6.940557e+03,3.786199e+03
1047,1,0,3,0,0,0,0,7.160425e+03,3.789304e+03
1048,0,0,0,0,0,1,0,6.582116e+03,3.790266e+03
1051,0,0,1,0,0,0,0,6.483052e+03,3.803786e+03
1052,0,0,1,0,0,0,0,6.707088e+03,3.826662e+03
1053,0,0,0,0,1,0,0,6.385049e+03,3.823506e+03
1055,0,0,2,0,0,0,0,6.864578e+03,3.825160e+03
1059,0,0,0,0,0,3,0,6.567877e+03,3.837613e+03
1060,0,0,0,0,0,0,0,7.316833e+03,3.833983e+03
1061,0,0,0,0,0,0,5,7.709917e+03,3.834868e+03
1063,0,0,0,0,0,0,2,7.137011e+03,3.833653e+03
1070,0,0,2,1,0,0,0,6.942575e+03,3.865670e+03
1071,0,0,1,0,0,0,0,6.239944e+03,3.862839e+03
1073,0,0,1,0,0,0,1,7.145064e+03,3.865741e+03
1075,0,0,1,0,0,0,0,7.454496e+03,3.875423e+03
1076,0,0,2,0,0,0,0,6.439372e+03,3.879072e+03
1078,0,0,2,0,0,0,0,7.392104e+03,3.877943e+03
1080,0,0,2,0,0,0,0,6.295090e+03,3.881405e+03
1084,0,0,1,0,0,0,0,7.131226e+03,3.902017e+03
1086,0,0,1,0,0,0,0,7.632308e+03,3.897410e+03
1100,0,0,3,0,0,0,0,6.706385e+03,3.943968e+03
1102,0,0,1,0,0,0,0,6.849662e+03,3.946561e+03
1106,0,0,3,0,0,0,0,7.079278e+03,3.964093e+03
1107,0,0,1,0,0,0,0,6.761913e+03,3.959353e+03
1109,0,0,1,0,0,0,0,7.575352e+03,3.958384e+03
1110,0,1,0,0,0,0,0,6.493256e+03,3.975145e+03
1114,0,0,2,0,0,0,0,7.413262e+03,3.967336e+03
1116,0,0,1,0,0,0,0,6.027001e+03,3.974331e+03
1121,0,0,1,0,0,0,0,6.637876e+03,3.977795e+03
1181,0,0,1,0,0,0,0,8.331074e+03,2.357592e+03
1182,0,0,1,0,0,0,0,9.940556e+03,2.339664e+03
1185,0,0,0,0,0,1,0,8.268213e+03,2.363869e+03
1197,0,0,0,0,0,0,0,9.412493e+03,2.432657e+03
1204,0,0,1,0,0,0,0,9.581595e+03,2.453806e+03
1205,0,0,1,0,0,0,0,9.374133e+03,2.471957e+03
1208,0,0,1,0,0,0,0,9.925294e+03,2.460993e+03
1209,0,0,3,1,0,0,0,9.792382e+03,2.467335e+03
1211,0,0,1,0,0,0,0,9.331531e+03,2.476456e+03
1216,0,0,2,0,0,0,0,9.738391e+03,2.480327e+03
1217,0,0,2,0,0,0,0,9.893171e+03,2.478770e+03
1222,0,0,1,0,0,0,0,9.939640e+03,2.515528e+03
1232,0,0,2,0,0,0,0,9.561932e+03,2.547685e+03
1235,0,0,1,0,0,0,0,9.475059e+03,2.530612e+03
1236,0,0,2,0,0,0,0,9.789762e+03,2.541879e+03
1237,0,0,2,0,0,0,0,9.428610e+03,2.541390e+03
1238,0,0,1,0,0,0,0,9.318590e+03,2.535977e+03
1245,0,0,2,0,0,0,0,9.372985e+03,2.549294e+03
1247,0,0,0,0,0,5,0,9.145464e+03,2.565441e+03
1248,0,0,1,0,0,0,0,8.936176e+03,2.569882e+03
1250,0,0,2,0,0,0,0,9.333563e+03,2.593440e+03
1253,0,0,1,0,0,0,0,9.827204e+03,2.582540e+03
1271,0,0,0,0,1,0,0,9.450742e+03,2.623385e+03
1279,0,0,1,0,0,0,0,9.032864e+03,2.653831e+03
1287,0,0,2,0,0,0,0,8.772465e+03,2.668634e+03
1288,0,0,1,0,0,0,0,9.003242e+03,2.680600e+03
1292,0,0,2,0,0,0,2,9.115826e+03,2.668056e+03
1293,0,0,1,0,0,0,0,9.289251e+03,2.695838e+03
1297,0,0,1,0,0,0,0,8.710743e+03,2.692250e+03
1300,0,0,1,0,0,0,0,8.396316e+03,2.687478e+03
1303,0,0,2,1,0,0,0,9.079784e+03,2.710301e+03
1308,0,0,1,0,0,0,0,8.625504e+03,2.720581e+03
1310,0,0,1,0,0,0,0,8.430690e+03,2.742187e+03
1315,0,0,1,0,0,0,0,8.896536e+03,2.744851e+03
1317,0,0,2,0,0,0,0,8.358071e+03,2.726653e+03
1318,0,0,1,0,0,0,1,8.513456e+03,2.752593e+03
1320,0,0,1,0,0,0,0,9.387123e+03,2.753014e+03
1323,0,0,0,0,0,4,0,9.324195e+03,2.758607e+03
1325,1,0,2,0,0,0,0,8.659490e+03,2.778727e+03
1326,0,0,0,0,0,0,0,9.435540e+03,2.758768e+03
1327,0,0,1,0,2,0,0,8.388724e+03,2.781897e+03
1328,1,0,1,0,0,0,0,8.256681e+03,2.773720e+03
1329,0,0,1,0,0,0,0,9.124728e+03,2.760569e+03
1331,0,0,1,0,0,0,0,9.958902e+03,2.773623e+03
1336,0,0,1,0,0,0,0,8.826292e+03,2.800791e+03
1341,0,0,1,0,0,0,0,9.108006e+03,2.829877e+03
1346,0,0,0,1,0,0,0,9.814203e+03,2.855067e+03
1349,0,0,2,0,0,0,0,8.249829e+03,2.863970e+03
1351,0,0,1,0,0,0,0,8.123170e+03,2.868636e+03
1354,0,0,0,0,0,0,4,9.752932e+03,2.881174e+03
1356,0,0,0,0,0,0,3,8.777297e+03,2.883978e+03
1357,0,0,1,0,0,0,0,8.427029e+03,2.875499e+03
1370,0,0,3,0,0,0,0,9.044657e+03,2.926986e+03
1371,0,0,1,0,0,0,0,8.095865e+03,2.928765e+03
1372,0,0,2,0,0,0,0,8.382231e+03,2.941190e+03
1373,0,0,1,0,0,0,0,8.600710e+03,2.935881e+03
1377,0,0,1,0,0,0,0,8.156459e+03,2.936004e+03
1383,0,0,1,0,0,0,0,9.448405e+03,2.961273e+03
1386,0,0,2,0,0,0,0,9.177282e+03,2.951236e+03
1387,0,0,2,0,0,0,0,8.435627e+03,2.970663e+03
1388,0,0,2,0,0,0,0,8.828872e+03,2.955408e+03
1393,0,0,1,0,0,0,0,8.757332e+03,2.973891e+03
1398,0,0,0,0,0,0,1,8.904487e+03,2.989552e+03
1401,0,0,0,0,0,2,0,9.044908e+03,2.989667e+03
1402,0,0,0,0,1,0,0,8.139136e+03,2.992127e+03
1403,0,0,2,0,0,0,0,8.855615e+03,3.011982e+03
1404,0,0,1,0,0,0,0,9.549986e+03,3.005528e+03
1407,0,0,1,0,0,0,2,8.048815e+03,3.001624e+03
1410,0,0,1,0,0,0,0,8.720491e+03,3.015559e+03
1414,0,0,1,0,0,0,0,8.169073e+03,3.033257e+03
1415,1,0,1,0,0,0,0,7.990820e+03,3.029157e+03
1416,0,0,1,0,0,0,0,9.460604e+03,3.030450e+03
1417,0,0,1,0,0,0,0,8.454171e+03,3.024997e+03
1418,0,0,1,0,0,0,0,8.981305e+03,3.048912e+03
1419,0,0,1,1,0,0,0,9.240017e+03,3.034268e+03
1420,0,0,0,0,0,0,0,9.960760e+03,3.038721e+03
1421,0,0,1,0,0,0,0,8.311048e+03,3.044852e+03
1423,0,0,1,0,0,0,0,9.066390e+03,3.052856e+03
1426,0,0,0,1,0,0,2,8.668109e+03,3.057570e+03
1427,0,0,1,0,0,0,0,8.102103e+03,3.058692e+03
1429,0,0,1,0,0,0,0,8.390453e+03,3.055126e+03
1433,0,0,1,0,0,0,0,9.332579e+03,3.064444e+03
1434,0,0,0,0,0,0,2,9.390535e+03,3.068180e+03
1435,0,0,1,0,0,0,0,9.860973e+03,3.060946e+03
1436,0,0,1,0,0,0,0,8.435688e+03,3.082568e+03
1441,0,0,2,0,0,0,0,9.976405e+03,3.094328e+03
1449,0,0,1,0,0,0,0,9.413051e+03,3.110689e+03
1450,0,0,1,1,0,0,0,9.549994e+03,3.128977e+03
1452,0,0,1,0,0,0,0,9.126458e+03,3.106660e+03
1456,0,0,1,0,0,0,0,9.751665e+03,3.107142e+03
1460,0,0,1,0,0,0,0,9.071848e+03,3.118622e+03
1461,0,0,2,0,0,0,0,8.719253e+03,3.119960e+03
1463,0,0,2,0,1,0,0,7.993152e+03,3.123406e+03
1469,0,0,0,0,1,0,0,8.546828e+03,3.136539e+03
1471,0,0,1,0,0,0,0,9.708886e+03,3.152961e+03
1472,0,0,0,0,0,0,4,9.294939e+03,3.156512e+03
1476,0,0,1,0,0,0,0,8.332633e+03,3.160669e+03
1477,0,0,1,0,0,0,0,8.118039e+03,3.162928e+03
1478,0,0,1,1,0,0,0,9.013897e+03,3.170088e+03
1479,0,0,1,0,0,0,0,8.184231e+03,3.164034e+03
1481,0,0,1,0,0,0,1,8.869585e+03,3.166263e+03
1483,0,0,2,0,0,0,0,9.797236e+03,3.173643e+03
1485,0,0,1,0,0,0,0,9.609507e+03,3.175631e+03
1486,0,0,1,0,0,0,0,8.518165e+03,3.176526e+03
1487,0,0,1,0,0,0,0,8.444563e+03,3.175964e+03
1490,0,0,1,0,0,0,0,8.577836e+03,3.212736e+03
1496,0,0,3,0,0,0,0,9.440390e+03,3.210265e+03
1501,0,0,1,0,0,0,0,8.212743e+03,3.223948e+03
1507,0,0,1,0,0,0,0,9.584483e+03,3.250713e+03
1508,0,0,2,0,0,0,0,9.209876e+03,3.256275e+03
1510,0,0,1,0,0,0,0,8.262819e+03,3.258849e+03
1511,0,0,0,0,0,0,0,8.709303e+03,3.245750e+03
1512,0,0,1,0,0,0,0,8.144504e+03,3.250823e+03
1514,0,0,1,0,0,0,0,9.764367e+03,3.254166e+03
1515,0,0,1,0,0,0,0,8.462051e+03,3.261569e+03
1520,0,0,0,0,2,0,0,8.683967e+03,3.281115e+03
1522,0,0,1,0,0,0,0,9.809637e+03,3.283524e+03
1525,0,0,1,0,0,0,0,9.049441e+03,3.283743e+03
1527,0,0,0,0,1,0,0,9.166780e+03,3.294076e+03
1530,0,0,1,0,0,0,0,8.645208e+03,3.321253e+03
1532,0,0,1,0,0,0,0,9.849409e+03,3.320031e+03
1534,0,0,1,0,0,0,0,9.087279e+03,3.350501e+03
1539,0,0,1,0,0,0,0,9.731275e+03,3.328096e+03
1540,0,0,1,0,0,0,0,8.268046e+03,3.330931e+03
1541,0,0,1,0,0,0,0,9.913555e+03,3.354299e+03
1543,0,0,0,1,0,0,0,9.675698e+03,3.347526e+03
1545,0,0,2,0,0,0,0,8.132978e+03,3.356128e+03
1548,0,0,1,0,0,0,0,9.509287e+03,3.360156e+03
1550,0,0,0,1,0,0,0,8.276293e+03,3.377535e+03
1553,0,0,2,0,0,0,0,9.829821e+03,3.381863e+03
1555,0,0,1,0,0,0,0,8.746989e+03,3.375715e+03
1559,0,0,1,0,0,0,0,9.642339e+03,3.392474e+03
1566,0,0,2,0,0,0,0,8.177331e+03,3.402951e+03
1570,0,0,2,0,0,0,0,8.577248e+03,3.415180e+03
1572,0,0,1,0,0,0,0,9.495659e+03,3.417965e+03
1574,0,0,2,0,0,0,0,8.629523e+03,3.437375e+03
1575,0,0,0,1,1,0,0,9.674433e+03,3.436128e+03
1584,0,0,2,1,0,0,0,9.975775e+03,3.449517e+03
1585,0,0,2,0,0,0,0,9.129372e+03,3.458911e+03
1590,0,0,1,0,0,0,0,8.479709e+03,3.452208e+03
1591,0,0,1,0,0,0,0,7.997531e+03,3.471882e+03
1592,1,0,0,0,0,0,0,9.715347e+03,3.459309e+03
1593,0,0,1,0,0,0,0,8.956152e+03,3.470932e+03
1597,0,0,1,0,0,0,0,8.783886e+03,3.459909e+03
1602,0,0,1,0,0,0,0,8.739136e+03,3.488265e+03
1605,0,0,1,0,0,0,0,8.287923e+03,3.487840e+03
1607,0,0,1,0,0,0,0,8.557301e+03,3.500616e+03
1614,0,0,1,0,0,0,0,8.414582e+03,3.516408e+03
1615,0,0,1,0,0,0,0,9.557067e+03,3.496532e+03
1616,0,0,0,1,0,0,0,9.614683e+03,3.508814e+03
1621,0,0,2,0,0,0,0,8.242088e+03,3.518933e+03
1622,0,0,3,2,0,0,0,8.110065e+03,3.516331e+03
1628,0,0,2,0,0,0,0,8.148764e+03,3.555467e+03
1635,0,0,0,2,0,0,0,9.328479e+03,3.540600e+03
1638,0,0,1,0,0,0,0,8.032668e+03,3.561449e+03
1647,0,0,2,0,0,0,0,9.701003e+03,3.588323e+03
1654,0,0,0,1,0,1,0,8.467455e+03,3.597679e+03
1655,0,0,1,0,0,0,0,9.440501e+03,3.596071e+03
1656,0,0,0,0,0,1,0,8.970192e+03,3.604142e+03
1658,0,0,1,0,0,0,0,7.993731e+03,3.612645e+03
1661,0,0,1,0,0,0,0,9.535073e+03,3.615854e+03
1665,0,0,1,0,0,0,0,8.204781e+03,3.631433e+03
1667,0,0,1,0,0,0,0,9.340303e+03,3.639839e+03
1669,0,0,0,0,4,0,0,8.510806e+03,3.625919e+03
1670,0,0,1,0,0,0,0,9.739021e+03,3.622839e+03
1679,0,0,1,0,0,0,0,8.673262e+03,3.646963e+03
1680,0,0,2,0,0,0,0,8.827573e+03,3.662029e+03
1685,0,0,1,0,0,2,0,8.903125e+03,3.666839e+03
1689,0,0,1,0,0,0,0,8.711981e+03,3.686361e+03
1694,0,0,1,0,0,0,0,9.729332e+03,3.696218e+03
1696,0,0,0,0,0,0,2,9.802363e+03,3.704696e+03
1697,0,0,2,0,0,0,0,8.316617e+03,3.708958e+03
1699,0,0,1,0,0,0,0,9.093587e+03,3.706267e+03
1701,0,0,2,0,1,0,0,8.159237e+03,3.705582e+03
1709,0,0,1,0,0,0,0,8.408647e+03,3.722520e+03
1713,0,0,0,1,0,0,0,9.927028e+03,3.734903e+03
1715,0,0,1,0,0,0,0,9.611782e+03,3.735476e+03
1718,0,0,1,0,0,0,0,8.769729e+03,3.734617e+03
1719,1,0,0,0,0,0,0,9.729419e+03,3.752339e+03
1722,0,0,0,1,0,0,0,9.337093e+03,3.749136e+03
1723,0,0,2,0,0,0,0,8.275335e+03,3.739074e+03
1725,0,0,1,1,0,0,0,9.486604e+03,3.768180e+03
1726,0,0,1,0,0,0,0,9.041321e+03,3.739235e+03
1729,0,0,0,0,0,0,2,9.154242e+03,3.761758e+03
1731,0,0,0,0,0,0,1,9.811181e+03,3.765458e+03
1732,0,0,1,0,0,0,0,8.167559e+03,3.782239e+03
1736,0,0,0,0,0,0,0,8.369126e+03,3.786153e+03
1739,0,0,1,0,0,0,0,8.756489e+03,3.795315e+03
1744,0,0,0,1,0,0,0,9.360740e+03,3.809214e+03
1747,0,0,0,0,1,0,0,9.186034e+03,3.826946e+03
1750,0,0,1,0,0,0,0,8.648332e+03,3.821023e+03
1754,0,0,0,1,0,0,0,9.642991e+03,3.835032e+03
1755,0,0,1,0,0,0,0,8.443888e+03,3.834887e+03
1757,0,0,0,0,1,0,0,9.423985e+03,3.838911e+03
1762,0,0,2,0,0,0,0,8.329446e+03,3.849321e+03
1764,0,0,1,0,0,0,0,8.669082e+03,3.871946e+03
1766,0,0,1,0,0,0,0,8.391029e+03,3.866802e+03
1771,0,0,0,1,0,0,0,9.314971e+03,3.897907e+03
1772,0,0,0,1,0,0,0,9.491192e+03,3.898973e+03
1774,0,0,1,0,0,0,0,8.415401e+03,3.899930e+03
1776,0,0,1,0,0,0,0,8.292845e+03,3.910031e+03
1777,0,0,1,0,0,0,0,8.792106e+03,3.912225e+03
1778,0,0,0,1,0,0,0,9.697916e+03,3.913518e+03
1781,1,0,0,0,0,0,0,8.859246e+03,3.927426e+03
1785,0,0,1,1,0,0,0,8.470369e+03,3.929467e+03
1793,0,0,1,0,0,0,1,8.004282e+03,3.948275e+03
1821,0,0,0,0,0,0,1,1.184110e+04,2.040992e+03
1830,0,0,0,0,0,0,2,1.089122e+04,2.075549e+03
1834,0,0,0,1,0,0,0,1.006404e+04,2.075587e+03
1835,0,0,1,0,0,0,0,1.026134e+04,2.078505e+03
1842,0,0,2,0,0,0,0,1.192687e+04,2.124868e+03
1843,0,0,1,0,0,0,0,1.161104e+04,2.117747e+03
1844,0,0,2,0,0,0,0,1.139363e+04,2.111894e+03
